StartDate,EndDate,Status,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,DistributionChannel,UserLanguage,Q3_7,Q3_8,Q3_9,Q3_10,Q3_17,Q3_11,Q3_12,Q3_13,Q3_14,Q3_15,Q3_16,Q3_16_TEXT,Q4_4,Q4_5,Q4_6,Q4_7,Q4_14,Q4_8,Q4_9,Q4_10,Q4_11,Q4_12,Q4_13,Q4_13_TEXT,Q7_1,Q7_2,Q7_3,Q7_4,Q7_5,Q7_6,Q8_1,Q8_2,Q8_3,Q8_4,Q8_5,Q8_6,Q9_1,Q9_2,Q9_3,Q9_4,Q9_5,Q9_6,Q9_7,Q9_8,Q9_9,Q9_8_TEXT,Q10_1,Q10_2,Q10_3,Q10_4,Q10_5,Q11_17,Q11_18,Q11_19,Q11_20,Q11_21,Q11_6,Q12_1,Q12_2,Q12_3,Q12_4,Q12_5,Q12_6,Q13_1,Q13_2,Q13_3,Q13_4,Q13_5,Q13_6,Q14_1,Q14_2,Q14_3,Q14_4,Q14_5,Q15_28,Q15_29,Q15_30,Q15_31,Q15_32,Q16,Q17,Q18,Path1-LaborVisibility_DO_Q28,Path1-LaborVisibility_DO_Q13,Path1-LaborVisibility_DO_Q12,Path1-LaborVisibility_DO_Q11
2022-01-10 14:57:57,2022-01-10 14:59:04,IP Address,100,66,True,2022-01-10 14:59:04,R_5hYnSvDvWWQUWlP,anonymous,EN,Hardware,,,,Libraries,Packages,Applications,,,,,,,,Communication technologies,,,,,,,,Something else,,1 - None of them,,,,,,1 - None of them,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3 - Neither satisfied nor dissatisfied,,,,2 - Slightly important,,,,,,,,,,
2022-01-10 15:09:12,2022-01-10 15:21:42,IP Address,100,749,True,2022-01-10 15:21:42,R_2txqRWyrG6VQD2B,anonymous,EN,,Operating systems,,,,Packages,,,,,,,,,,,,,,,,,Something else,Development tooling,,,,4 - Most of them,,,,,,4 - Most of them,,,,,,,"Social media (e.g. Twitter, Facebook)",,,Something else,,Commit messages,,,,4 - Satisfied,,,,,4 - Often,,,,,3 - Sometimes,,,,,2 - Rarely,,,,,,,,4 - Satisfied,,,2 - Slightly important,,,,"Most of my contributions have been for (a few sub-components of) a single project that has a norm of crediting the original contributor of the patch, the original reporter of the problem it addresses (if not the same), and any reviewers (along with contributions they made) in the commit message.  This is easy to keep up and accessible for everyone involved, and scales well across a large project with both a lot of minor contributors and a reasonable number of people focused on specific areas.","I have no complaints; however, if I wanted an automatically maintained list of things I'd been credited for, the existing tooling (that I'm aware of) doesn't support that.
Using commit messages to track credits also does not support tracking the relative impact of contributions without also reading the associated patch, which is another thing that would not lend itself well to automation.",,1,2,3,4
2022-01-10 15:31:31,2022-01-10 15:36:08,IP Address,100,276,True,2022-01-10 15:36:08,R_3koypXljR3HOJ7b,anonymous,EN,,,,,,,,Data science,,,,,,,,,,,,,,,Something else,Management of the project itself,,2 - Few of them,,,,,,2 - Few of them,,,,,,,"Project documentation (e.g. acknowledgements lists, release notes)",,,,,,,,,2 - Dissatisfied,,,,,,,,5 - Always,,,,,,5 - Always,,1 - Never,,,,,,,2 - Dissatisfied,,,,,,,4 - Very important,,"It was genuinely expressed, in a variety of media, by people visible in the project.","(A different project). Credit was intermittent, inconsistent, and not well-thought out when it was given.",,1,4,3,2
2022-01-10 15:00:28,2022-01-10 16:05:41,IP Address,100,3913,True,2022-01-10 16:05:41,R_x5BPOeVOfS6ng2d,anonymous,EN,,,,Frameworks,,Packages,Applications,,,Web-related,,,Browsers,Business & productivity applications,,Content management,,,,,,Software infrastructure,,,,,3 - Some of them,,,,,,,4 - Most of them,,,Automated metrics (e.g. GitHub Contributors),,"Project documentation (e.g. acknowledgements lists, release notes)",,,"Blogs (e.g. Medium, personal websites)",,,,,,,,4 - Satisfied,,,,3 - Sometimes,,,,,,,4 - Often,,,,,3 - Sometimes,,,,,,3 - Neither satisfied nor dissatisfied,,,,,3 - Moderately important,,,When they included someone no matter how small the work was (e.g. testing and/or writing the patch in the ticket resulted in being marked as a contributor).,"When they didn't at all. I made my first contribution to a browser and I was hoping to be listed anywhere, even if buried in some page of the browser's system that no one ever finds organically.","While including code contributors is important, it's also very important to include the original bug reporter, those that verified the bug, validated the fix, updated documentation, etc.",1,2,3,4
2022-01-10 15:14:47,2022-01-10 16:58:43,IP Address,100,6235,True,2022-01-10 16:58:43,R_26h9kKxKX4neDgA,anonymous,EN,,,Languages,Frameworks,Libraries,Packages,Applications,,,Web-related,,,Browsers,Business & productivity applications,,,Education,,,,Scientific research,,,,,,,4 - Most of them,,,,,,4 - Most of them,,,,Project membership (e.g. GitHub Organizations),"Project documentation (e.g. acknowledgements lists, release notes)",,"Social media (e.g. Twitter, Facebook)","Blogs (e.g. Medium, personal websites)",,,,,,,,4 - Satisfied,,,,,4 - Often,,,,,3 - Sometimes,,,,,,3 - Sometimes,,,,,,,4 - Satisfied,,,,,,5 - Extremely important,The personal touch. An actual human commenting/noting a contribution is much more personally significant than an automated tool that merely collates automated metrics.,"When credit mechanisms are arbitrary or completely automated. Completely automated tools don't feel like your efforts are actually being noticed; if the recognition is arbitrary, it's difficult to differentiate between ""this maintainer has a vendetta against me"" and ""this maintainer forgot to recognise me"".","My perception is that that projects (at least, the ones that have healthy communities) enthusiastically recognise contributions, and project maintainers are acutely aware of the way that a small recognition can matter to contributors. 

However, larger organizations neither recognise nor appreciate the value of those contributions; and often have a very entitled attitude to what they can expect from (often volunteer) maintainers.",1,2,3,4
2022-01-10 17:43:48,2022-01-10 17:45:36,IP Address,100,108,True,2022-01-10 17:45:36,R_BJn2P2Qd1Bgxgpb,anonymous,EN,,,,,,,Applications,,,,,,,,,,,,,,,Software infrastructure,,,,,,,5 - All of them,,,,,4 - Most of them,,,,,"Project documentation (e.g. acknowledgements lists, release notes)",,"Social media (e.g. Twitter, Facebook)","Blogs (e.g. Medium, personal websites)","Presentations (e.g. talks, conferences)",,,,,,,,5 - Extremely satisfied,,,,4 - Often,,,,,,4 - Often,,,,2 - Rarely,,,,,,,,4 - Satisfied,,,,,4 - Very important,,,,,1,4,3,2
2022-01-10 17:43:22,2022-01-10 17:46:31,IP Address,100,188,True,2022-01-10 17:46:31,R_50AM8NTbzXKnPQ5,anonymous,EN,Hardware,,Languages,,,,,Data science,,,,,,,,,,,,,,,Something else,Deep Learning,,,3 - Some of them,,,,,,3 - Some of them,,,,Automated metrics (e.g. GitHub Contributors),,,,,,,,,,1 - Extremely dissatisfied,,,,,,,3 - Sometimes,,,,,,3 - Sometimes,,,,,,,4 - Often,,,,2 - Dissatisfied,,,,,,3 - Moderately important,,,A cash bonus from my employer was my favorite recognition,"After 18 months of work on a project, nobody from the project leadership gave me any attribution or thanks.",The Apache Software Foundation sucks big time in promoting diversity and equity.,1,2,3,4
2022-01-10 19:29:27,2022-01-10 19:36:12,IP Address,100,405,True,2022-01-10 19:36:12,R_2QRMhh0qjkdJ6ZF,anonymous,EN,,Operating systems,Languages,,,Packages,Applications,,,,,,,,,,,,,,,Software infrastructure,,,,,3 - Some of them,,,,,,3 - Some of them,,,,Automated metrics (e.g. GitHub Contributors),Project membership (e.g. GitHub Organizations),,,"Social media (e.g. Twitter, Facebook)","Blogs (e.g. Medium, personal websites)","Presentations (e.g. talks, conferences)",,,,,,3 - Neither satisfied nor dissatisfied,,,,,3 - Sometimes,,,,,,,4 - Often,,,,2 - Rarely,,,,,,,,4 - Satisfied,,,,3 - Moderately important,,,I liked personal shoutouts,"The way the Cloud Native Computing Foundation selects their award winners is opaque and feels totally disconnected from the people actually doing work. The 2021 top committer was significantly less active than many other critical contributors to Kubernetes in 2021 according to its own contributor statistics, for example.",,1,2,3,4
2022-01-10 20:49:03,2022-01-10 20:52:46,IP Address,100,222,True,2022-01-10 20:52:46,R_2xLab6Y9x8JUhYa,anonymous,EN,,Operating systems,,,,,,,,,,,,,,,,,,,,Software infrastructure,,,,,3 - Some of them,,,,,2 - Few of them,,,,,,,"Project documentation (e.g. acknowledgements lists, release notes)",,"Social media (e.g. Twitter, Facebook)",,,Something else,,mailing list posting,,,,4 - Satisfied,,,,3 - Sometimes,,,,,,,4 - Often,,,,2 - Rarely,,,,,,,3 - Neither satisfied nor dissatisfied,,,1 - Not at all important,,,,,,,,1,4,3,2
2022-01-10 22:15:35,2022-01-10 23:21:47,IP Address,100,3972,True,2022-01-10 23:21:48,R_UW0Tnn2WVmqzY65,anonymous,EN,Hardware,Operating systems,Languages,Frameworks,,,Applications,,,Web-related,Something else,The Open Source movement itself,Browsers,Business & productivity applications,Communication technologies,Content management,,Entertainment,,,,Software infrastructure,,,,,,4 - Most of them,,,,,3 - Some of them,,,,,Project membership (e.g. GitHub Organizations),,,"Social media (e.g. Twitter, Facebook)","Blogs (e.g. Medium, personal websites)","Presentations (e.g. talks, conferences)",,,,,,,4 - Satisfied,,,,,4 - Often,,,,,,4 - Often,,,,,3 - Sometimes,,,,,,,4 - Satisfied,,,,,4 - Very important,,"Public mentions, keynote opportunities, blog posts","Some of the younger project members tend to air all their feels through social media, often inappropriately. They resent when this is pointed out.","When I first worked at Apple (before Steve Jobs left) every product release had a “credits and attribution” page in the About menu, just like the credits for a feature film. It was incredibly gratifying to see my work credited. I’ve often thought Open Source projects could really make good use of that ethos.",1,2,3,4
2022-01-10 23:39:53,2022-01-10 23:47:34,IP Address,100,460,True,2022-01-10 23:47:34,R_2AMuWfdKTbruwCc,anonymous,EN,Hardware,Operating systems,Languages,Frameworks,Libraries,Packages,Applications,Data science,Scripts,,,,,,Communication technologies,Content management,,Entertainment,,Publishing,,Software infrastructure,,,,,,4 - Most of them,,,,,3 - Some of them,,,,Automated metrics (e.g. GitHub Contributors),Project membership (e.g. GitHub Organizations),"Project documentation (e.g. acknowledgements lists, release notes)",,"Social media (e.g. Twitter, Facebook)",,"Presentations (e.g. talks, conferences)",,,,,,,4 - Satisfied,,,,3 - Sometimes,,,,,,,4 - Often,,,,,3 - Sometimes,,,,,,,4 - Satisfied,,,,,4 - Very important,,"In commit messages, blog posts (eg year in review), thanks at the bottom of release changelogs. ",,,1,4,3,2
2022-01-10 23:48:46,2022-01-10 23:51:18,IP Address,100,151,True,2022-01-10 23:51:18,R_2Srl3VHHLQzIKzu,anonymous,EN,,,,,Libraries,,,,,,,,,,,,,,,,Scientific research,Software infrastructure,,,,2 - Few of them,,,,,,2 - Few of them,,,,,,,,,,,,,,,,,,4 - Satisfied,,,,,4 - Often,,,,,,,5 - Always,,1 - Never,,,,,,,,,4 - Satisfied,,,2 - Slightly important,,,,,,,1,4,3,2
2022-01-11 00:15:31,2022-01-11 00:17:32,IP Address,100,120,True,2022-01-11 00:17:32,R_3g2albekf9JYv3P,anonymous,EN,,Operating systems,,,,Packages,,,Scripts,,,,,,,,,,,,,Software infrastructure,,,1 - None of them,,,,,,,2 - Few of them,,,,,Automated metrics (e.g. GitHub Contributors),Project membership (e.g. GitHub Organizations),,,,,,,,,,2 - Dissatisfied,,,,,2 - Rarely,,,,,,,,4 - Often,,,,,,4 - Often,,,,2 - Dissatisfied,,,,,,,4 - Very important,,,,,1,2,3,4
2022-01-11 01:27:53,2022-01-11 01:32:36,IP Address,100,282,True,2022-01-11 01:32:37,R_1IgvC1clh3Sgprd,anonymous,EN,,,,,,Packages,Applications,,Scripts,Web-related,,,,,,,,Entertainment,,,,Software infrastructure,,,,,,4 - Most of them,,,,,,,,I’m not sure,Automated metrics (e.g. GitHub Contributors),,,,,,,,,,,,,4 - Satisfied,,,,,,,I'm not sure,,,,,,I'm not sure,,,,,,I'm not sure,,,,4 - Satisfied,,,,,,5 - Extremely important,,,,1,2,3,4
2022-01-11 01:32:43,2022-01-11 01:39:32,IP Address,100,409,True,2022-01-11 01:39:32,R_31TAm9XALOUXaLd,anonymous,EN,,,,Frameworks,,,Applications,,,Web-related,Something else,"Open Source Foundation operations ",Browsers,Business & productivity applications,,,Education,,,,Scientific research,Software infrastructure,,,,2 - Few of them,,,,,,2 - Few of them,,,,,,,,,"Social media (e.g. Twitter, Facebook)","Blogs (e.g. Medium, personal websites)","Presentations (e.g. talks, conferences)",,,,1 - Extremely dissatisfied,,,,,,,3 - Sometimes,,,,,,3 - Sometimes,,,,,2 - Rarely,,,,,1 - Extremely dissatisfied,,,,,,,,4 - Very important,,,"Operations gives very little recognition. The most important tasks often have to be kept confidential. And bikeshedding and general nastiness for what people do see is rampant. ","Google AWS Microsoft. None of these give any credit for open source operations work when hiring. ",1,2,3,4
2022-01-11 04:37:10,2022-01-11 04:47:16,IP Address,100,605,True,2022-01-11 04:47:16,R_11cQ4lpZ1GKstYq,anonymous,EN,,,Languages,,,,,,,,,,,,,,,,,,Scientific research,,,,,,3 - Some of them,,,,,2 - Few of them,,,,,Automated metrics (e.g. GitHub Contributors),Project membership (e.g. GitHub Organizations),"Project documentation (e.g. acknowledgements lists, release notes)",,"Social media (e.g. Twitter, Facebook)",,,,,,,,,4 - Satisfied,,,,3 - Sometimes,,,,,,,,5 - Always,,,2 - Rarely,,,,,,,3 - Neither satisfied nor dissatisfied,,,,,3 - Moderately important,,,"trying to be very intentional about credit in our external communication, eg the project blog and twitter account worked well",,,1,4,3,2
2022-01-11 06:21:56,2022-01-11 06:24:52,IP Address,100,176,True,2022-01-11 06:24:53,R_UQM2npijVODGMgN,anonymous,EN,,,Languages,,,,Applications,,,Web-related,,,,,Communication technologies,Content management,,,,,,,,,,,3 - Some of them,,,,,,3 - Some of them,,,,Automated metrics (e.g. GitHub Contributors),,"Project documentation (e.g. acknowledgements lists, release notes)","Standardized tools (e.g. All Contributors, CRediT)",,"Blogs (e.g. Medium, personal websites)",,,,,,,,4 - Satisfied,,,,,4 - Often,,,,,,,5 - Always,,,2 - Rarely,,,,,,,,4 - Satisfied,,,2 - Slightly important,,,,"Giving credit soon after the contribution was made, in a consistent and public way.","Taking too long to give credit, or only doing it sometimes.",,1,4,3,2
2022-01-11 06:27:44,2022-01-11 06:31:33,IP Address,100,229,True,2022-01-11 06:31:34,R_eRT1nv7B89wM4al,anonymous,EN,,,,Frameworks,Libraries,Packages,Applications,,Scripts,,,,,Business & productivity applications,,Content management,,,Manufacturing,,,Software infrastructure,,,,2 - Few of them,,,,,,2 - Few of them,,,,,Automated metrics (e.g. GitHub Contributors),Project membership (e.g. GitHub Organizations),,,"Social media (e.g. Twitter, Facebook)",,,,,,,,3 - Neither satisfied nor dissatisfied,,,,2 - Rarely,,,,,,,3 - Sometimes,,,,,,,4 - Often,,,,2 - Dissatisfied,,,,,,3 - Moderately important,,,"Public ally calling out when people do work is best. People are more likely to see it and it feels sincere. ","People don’t read the contributors page. ",,1,2,3,4
2022-01-11 09:09:12,2022-01-11 09:11:31,IP Address,100,139,True,2022-01-11 09:11:32,R_1IWWulsqxSp3Xgc,anonymous,EN,,,,Frameworks,,,,,,,,,,,,,,,,,,Software infrastructure,,,,,,4 - Most of them,,,,,,4 - Most of them,,,Automated metrics (e.g. GitHub Contributors),Project membership (e.g. GitHub Organizations),"Project documentation (e.g. acknowledgements lists, release notes)",,"Social media (e.g. Twitter, Facebook)",,,,,,,,,,5 - Extremely satisfied,,,,4 - Often,,,,,,4 - Often,,,,2 - Rarely,,,,,,,,,5 - Extremely satisfied,,,3 - Moderately important,,,,,,1,4,3,2
2022-01-11 09:12:21,2022-01-11 09:22:08,IP Address,100,587,True,2022-01-11 09:22:09,R_x59DaRlc4IrzFjr,anonymous,EN,,,Languages,Frameworks,Libraries,Packages,Applications,,Scripts,Web-related,,,,,,Content management,,,,,,Software infrastructure,,,,,,4 - Most of them,,,,,3 - Some of them,,,,Automated metrics (e.g. GitHub Contributors),Project membership (e.g. GitHub Organizations),"Project documentation (e.g. acknowledgements lists, release notes)",,"Social media (e.g. Twitter, Facebook)",,,,,,,,,,5 - Extremely satisfied,,,3 - Sometimes,,,,,,,4 - Often,,,,2 - Rarely,,,,,,,,,5 - Extremely satisfied,,,3 - Moderately important,,,It’s nice when the project maintainers thank you in public on a social media platform.,,"Receiving credit for contributions to open source projects is certainly nice and makes me feel good, but it’s lower on the list of reasons why I contribute.",1,4,3,2
2022-01-11 09:25:44,2022-01-11 09:27:30,IP Address,100,105,True,2022-01-11 09:27:30,R_337tBqZPNPHuNoZ,anonymous,EN,,,,Frameworks,Libraries,Packages,,,Scripts,,,,,,Communication technologies,Content management,,,,,,Software infrastructure,,,1 - None of them,,,,,,1 - None of them,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1 - Extremely dissatisfied,,,,,1 - Not at all important,,,,,,,,,,,
2022-01-11 10:27:43,2022-01-11 10:30:49,IP Address,100,186,True,2022-01-11 10:30:50,R_2v2kjlwYd61Nso4,anonymous,EN,,,,,Libraries,,Applications,,,,,,,Business & productivity applications,,,,,,,,Software infrastructure,,,,,,,,I'm not sure,,,,,,I’m not sure,,,"Project documentation (e.g. acknowledgements lists, release notes)",,,,,,,,,,3 - Neither satisfied nor dissatisfied,,,,,3 - Sometimes,,,,,,,4 - Often,,,,,3 - Sometimes,,,,,,3 - Neither satisfied nor dissatisfied,,,,,3 - Moderately important,,,It was specific and accurate,,,1,4,3,2
2022-01-11 10:33:55,2022-01-11 10:36:08,IP Address,100,133,True,2022-01-11 10:36:08,R_3RlVs1DN9h62Rgb,anonymous,EN,,,,,,,Applications,,,,,,,Business & productivity applications,,,,,,,Scientific research,,,,1 - None of them,,,,,,1 - None of them,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3 - Neither satisfied nor dissatisfied,,,,,3 - Moderately important,,,,,,,,,
2022-01-11 10:42:30,2022-01-11 10:45:43,IP Address,100,192,True,2022-01-11 10:45:43,R_sInaC7D2JjsW3Yd,anonymous,EN,,,,,Libraries,,,,,Web-related,,,Browsers,,,,,Entertainment,,,Scientific research,Software infrastructure,,,,,,4 - Most of them,,,,,,4 - Most of them,,,Automated metrics (e.g. GitHub Contributors),,"Project documentation (e.g. acknowledgements lists, release notes)",,"Social media (e.g. Twitter, Facebook)","Blogs (e.g. Medium, personal websites)","Presentations (e.g. talks, conferences)",,,,,,3 - Neither satisfied nor dissatisfied,,,,,,4 - Often,,,,,,4 - Often,,,,2 - Rarely,,,,,,,3 - Neither satisfied nor dissatisfied,,,,,3 - Moderately important,,,everybody got credited,"everybody got credited, regardless of task/relevance/work, etc.",,1,2,3,4
2022-01-11 10:54:25,2022-01-11 10:58:33,IP Address,100,247,True,2022-01-11 10:58:34,R_3L23aTPk5N77KgX,anonymous,EN,,,Languages,,Libraries,Packages,,Data science,,,,,,,,,,,,,Scientific research,Software infrastructure,,,,,,,,I'm not sure,,,,,,I’m not sure,Automated metrics (e.g. GitHub Contributors),Project membership (e.g. GitHub Organizations),,,"Social media (e.g. Twitter, Facebook)",,,Something else,,Personal communication,,,3 - Neither satisfied nor dissatisfied,,,,,3 - Sometimes,,,,,,,,5 - Always,,,,3 - Sometimes,,,,,,3 - Neither satisfied nor dissatisfied,,,,2 - Slightly important,,,,Personal validation and recognition through roles and responsibilities,,This isn't really something that concerns me..,1,4,3,2
2022-01-11 11:12:08,2022-01-11 11:17:53,IP Address,100,344,True,2022-01-11 11:17:53,R_SVMuBIQLUwR95IJ,anonymous,EN,,,,Frameworks,Libraries,,,,,,Something else,CI plugins,,Business & productivity applications,Communication technologies,Content management,Education,Entertainment,,Publishing,,Software infrastructure,Something else,Virtually any distributed systems written in Java,,,3 - Some of them,,,,,,3 - Some of them,,,,Automated metrics (e.g. GitHub Contributors),Project membership (e.g. GitHub Organizations),"Project documentation (e.g. acknowledgements lists, release notes)",,"Social media (e.g. Twitter, Facebook)",,,Something else,,company communication channels,,,,4 - Satisfied,,,,,,5 - Always,,1 - Never,,,,,,1 - Never,,,,,,,,,4 - Satisfied,,,,3 - Moderately important,,,,,,1,2,3,4
2022-01-11 11:16:16,2022-01-11 11:19:51,IP Address,100,214,True,2022-01-11 11:19:51,R_vB1cmO1Htb7HSFP,anonymous,EN,,Operating systems,Languages,Frameworks,Libraries,Packages,Applications,,Scripts,Web-related,,,Browsers,Business & productivity applications,Communication technologies,,,,,,Scientific research,Software infrastructure,,,,2 - Few of them,,,,,,2 - Few of them,,,,,Automated metrics (e.g. GitHub Contributors),Project membership (e.g. GitHub Organizations),"Project documentation (e.g. acknowledgements lists, release notes)",,,,,Something else,,Tshirt,,,,4 - Satisfied,,,,,4 - Often,,,1 - Never,,,,,,,,3 - Sometimes,,,,,,,4 - Satisfied,,1 - Not at all important,,,,,"Quick, honest, stated plainly","Contributing agreements, legal red tape, etc",,1,2,3,4
2022-01-10 22:19:52,2022-01-11 11:28:11,IP Address,100,47299,True,2022-01-11 11:28:12,R_1QEHh5Tz5eStbKV,anonymous,EN,Hardware,,Languages,Frameworks,Libraries,Packages,,Data science,Scripts,Web-related,,,,,,,Education,,,,Scientific research,Software infrastructure,,,,,3 - Some of them,,,,,,,4 - Most of them,,,Automated metrics (e.g. GitHub Contributors),Project membership (e.g. GitHub Organizations),"Project documentation (e.g. acknowledgements lists, release notes)","Standardized tools (e.g. All Contributors, CRediT)",,"Blogs (e.g. Medium, personal websites)","Presentations (e.g. talks, conferences)",,,,,,,4 - Satisfied,,,,,4 - Often,,,,,,4 - Often,,,,2 - Rarely,,,,,,,,4 - Satisfied,,,2 - Slightly important,,,,,,,1,4,3,2
2022-01-11 12:56:04,2022-01-11 12:58:27,IP Address,100,143,True,2022-01-11 12:58:28,R_yrsr7Wba8Z8iTGp,anonymous,EN,,,,Frameworks,Libraries,,Applications,,,,,,,Business & productivity applications,,,,,,,,Software infrastructure,,,,,,4 - Most of them,,,,,,4 - Most of them,,,Automated metrics (e.g. GitHub Contributors),,"Project documentation (e.g. acknowledgements lists, release notes)",,,,,,,,,,3 - Neither satisfied nor dissatisfied,,,,,,4 - Often,,,,,,4 - Often,,,,2 - Rarely,,,,,,,3 - Neither satisfied nor dissatisfied,,,,,3 - Moderately important,,,,,,1,4,3,2
2022-01-11 14:55:08,2022-01-11 14:58:03,IP Address,100,174,True,2022-01-11 14:58:03,R_3HYXnjPQqGRWCtD,anonymous,EN,,Operating systems,,Frameworks,Libraries,Packages,Applications,,,,,,,Business & productivity applications,Communication technologies,,,,Manufacturing,,,Software infrastructure,,,,2 - Few of them,,,,,,,3 - Some of them,,,,Automated metrics (e.g. GitHub Contributors),Project membership (e.g. GitHub Organizations),"Project documentation (e.g. acknowledgements lists, release notes)",,"Social media (e.g. Twitter, Facebook)","Blogs (e.g. Medium, personal websites)",,,,,,,,4 - Satisfied,,,2 - Rarely,,,,,,,3 - Sometimes,,,,,,,4 - Often,,,,,3 - Neither satisfied nor dissatisfied,,,,,,4 - Very important,,,,,1,2,3,4
2022-01-11 15:12:20,2022-01-11 15:20:02,IP Address,100,462,True,2022-01-11 15:20:03,R_ZqxFfbPBlGYVHlT,anonymous,EN,,Operating systems,,,,,,,,,,,,,,,,,,,,,Something else,everything,,,,,5 - All of them,,,,3 - Some of them,,,,,,"Project documentation (e.g. acknowledgements lists, release notes)",,"Social media (e.g. Twitter, Facebook)","Blogs (e.g. Medium, personal websites)","Presentations (e.g. talks, conferences)",Something else,,in person,,,,4 - Satisfied,,,,,4 - Often,,,,2 - Rarely,,,,,1 - Never,,,,,,,,,4 - Satisfied,,,,,4 - Very important,,,,,1,4,3,2
2022-01-11 15:25:14,2022-01-11 15:27:53,IP Address,100,159,True,2022-01-11 15:27:54,R_2duoj601lxaAluo,anonymous,EN,,Operating systems,,,,,,,,,,,,,,,,,,,,Software infrastructure,,,,2 - Few of them,,,,,,2 - Few of them,,,,,,Project membership (e.g. GitHub Organizations),,,,,,,,,,,,4 - Satisfied,,,,3 - Sometimes,,,,,,3 - Sometimes,,,,,,,4 - Often,,,,,,4 - Satisfied,,,2 - Slightly important,,,,,,,1,2,3,4
2022-01-11 15:24:41,2022-01-11 15:28:26,IP Address,100,225,True,2022-01-11 15:28:26,R_1CvldQD0EksvhLA,anonymous,EN,,,,,,,,,,Web-related,,,,,,Content management,,,,,,,,,,2 - Few of them,,,,,,2 - Few of them,,,,,Automated metrics (e.g. GitHub Contributors),,"Project documentation (e.g. acknowledgements lists, release notes)",,,,,,,,,,3 - Neither satisfied nor dissatisfied,,,,,3 - Sometimes,,,,,,3 - Sometimes,,,,,,,4 - Often,,,,,3 - Neither satisfied nor dissatisfied,,,,,3 - Moderately important,,,Drupal has great ways of giving credits i.e. by tagging folks in issues,Many things require manual work for crediting which isn't always part of the standard workflow,,1,4,3,2
2022-01-11 15:41:04,2022-01-11 15:46:35,IP Address,100,330,True,2022-01-11 15:46:35,R_1nVYU476DI3NKAc,anonymous,EN,,,,,Libraries,Packages,,,,Web-related,,,,,,,,,,,,Software infrastructure,,,,,3 - Some of them,,,,,,,4 - Most of them,,,,,"Project documentation (e.g. acknowledgements lists, release notes)",,,,,,,,,,,4 - Satisfied,,,,,4 - Often,,,,,3 - Sometimes,,,,,,3 - Sometimes,,,,,,,4 - Satisfied,,,,,4 - Very important,,Thanks in PR and acknowledgement in release notes,Merge without comment,,1,2,3,4
2022-01-11 15:57:32,2022-01-11 15:59:57,IP Address,100,144,True,2022-01-11 15:59:57,R_3NEBDQaYz17FLTj,anonymous,EN,Hardware,Operating systems,,,,,,,Scripts,,,,,,,,,,,,,Software infrastructure,,,,,3 - Some of them,,,,,,,,,,,,,,"Social media (e.g. Twitter, Facebook)",,"Presentations (e.g. talks, conferences)",,,,,,3 - Neither satisfied nor dissatisfied,,,,,3 - Sometimes,,,,,2 - Rarely,,,,,,2 - Rarely,,,,,,2 - Dissatisfied,,,,,2 - Slightly important,,,,,,,1,2,3,4
2022-01-11 16:32:45,2022-01-11 16:36:31,IP Address,100,225,True,2022-01-11 16:36:32,R_3h4SkhJqmO3pU31,anonymous,EN,,,,,,Packages,Applications,,,,,,,,Communication technologies,,,,,,,,,,,,,4 - Most of them,,,,,,4 - Most of them,,,Automated metrics (e.g. GitHub Contributors),,"Project documentation (e.g. acknowledgements lists, release notes)",,,"Blogs (e.g. Medium, personal websites)",,,,,,,3 - Neither satisfied nor dissatisfied,,,,,,4 - Often,,,,,,4 - Often,,,,2 - Rarely,,,,,,,3 - Neither satisfied nor dissatisfied,,,,,3 - Moderately important,,,,,,1,4,3,2
2022-01-11 16:40:53,2022-01-11 16:43:15,IP Address,100,141,True,2022-01-11 16:43:15,R_3DoRJmMAkNoleep,anonymous,EN,,,,Frameworks,,Packages,,,Scripts,Web-related,,,,,Communication technologies,Content management,,,,,,Software infrastructure,,,,2 - Few of them,,,,,,2 - Few of them,,,,,Automated metrics (e.g. GitHub Contributors),,"Project documentation (e.g. acknowledgements lists, release notes)",,,,,,,,,,3 - Neither satisfied nor dissatisfied,,,,2 - Rarely,,,,,,,3 - Sometimes,,,,,,,4 - Often,,,,,3 - Neither satisfied nor dissatisfied,,,,,,4 - Very important,,"Just listing out the things they did, along with thanking them for it. Really the crux of it. Automated acknowledgement is fine as long as it’s somewhere visible instead of hidden.",Mainly when there was no way for others to see what had be done or not.,,1,2,3,4
